,DaysToBloom,MedianLeafAngle,LeafAngleSDV,PoorStand?,PaniclesPerPlot,PanicleGrainWeight,EstimatedPlotYield,FlagLeafLength,FlagLeafWidth,ExtantLeafNumber,PlantHeight,ThirdLeafLength,ThirdLeafWidth,TillersPerPlant,StemDiameterLower,StemDiameterUpper,RachisLength,RachisDiameterLower,RachisDiameterUpper,PrimaryBranchNo,BranchInternodeLength
PI_656031,67.0,36.7,3.33,N,14.0,54.7,765.8,41.6,6.3,14.0,124.0,64.5,7.5,0.33,22.2,9.33,17.37,6.76,3.57,52.0,2.3
PI_607931,64.0,56.0,9.09,N,15.0,50.5,757.5,38.0,4.2,10.0,83.0,63.0,7.0,1.33,23.26,9.44,30.87,6.83,3.47,46.0,2.0
PI_533997,56.0,39.2,3.03,N,33.0,35.4,1168.2,45.0,5.2,8.0,127.0,58.5,7.2,1.67,19.8,12.38,8.4,8.5,5.77,56.67,4.63
PI_533957,55.0,39.35,7.02,N,22.0,31.6,695.2,48.3,4.5,9.0,71.0,64.5,6.1,0.67,22.82,9.16,2.9,5.13,3.13,28.67,9.9
PI_656060,59.0,56.1,3.37,N,14.0,43.7,611.8000000000001,31.6,3.5,11.0,87.0,60.5,7.0,0.0,22.41,9.88,16.67,6.61,2.86,51.33,1.6
PI_533924,69.0,56.6,6.61,N,11.0,19.4,213.39999999999998,38.6,5.2,12.0,69.0,60.0,7.5,0.67,27.83,11.17,16.4,7.18,3.49,32.33,2.5300000000000002
PI_656081,56.0,47.0,4.66,N,39.0,9.3,362.70000000000005,44.5,3.7,7.0,138.0,61.0,7.1,4.0,18.07,8.12,29.0,4.72,1.94,49.67,2.83
PI_533980,69.0,57.9,7.23,N,8.0,43.4,347.2,54.1,6.5,13.0,72.0,74.5,6.2,0.0,30.37,12.03,24.9,9.02,1.32,71.67,2.37
PI_533766,57.0,71.9,6.73,Y,11.0,,,34.6,3.6,11.0,85.0,61.5,5.5,2.0,19.09,8.19,26.67,4.62,1.65,95.67,2.4
PI_597976,62.0,69.8,7.75,N,16.0,35.2,563.2,56.0,3.6,10.0,190.0,59.0,6.4,1.33,22.86,9.15,29.2,5.91,1.76,46.33,1.53
PI_656056,71.0,34.9,4.28,N,,35.2,,32.4,5.6,12.0,110.0,67.5,6.5,0.0,28.27,11.41,19.17,8.37,3.98,65.0,2.1
PI_597964,69.0,41.5,4.37,N,14.0,49.0,686.0,44.6,8.1,13.0,105.0,67.0,9.7,0.0,30.9,12.28,18.5,9.77,3.08,64.0,2.57
PI_534112,62.0,30.8,5.18,N,22.0,38.0,836.0,53.0,6.8,13.0,92.0,86.0,7.5,2.33,19.21,10.13,15.5,8.52,2.85,58.0,2.33
PI_534101,60.0,56.0,4.08,N,22.0,40.2,884.4000000000001,35.4,4.1,13.0,175.0,64.0,6.6,1.0,21.76,10.43,22.03,7.74,2.58,60.67,1.63
PI_656006,67.0,41.4,7.44,N,17.0,61.5,1045.5,48.5,5.5,14.0,80.0,71.0,7.4,0.67,24.47,8.85,29.0,7.26,2.4,54.0,1.67
PI_534070,54.0,48.3,15.18,N,23.0,22.0,506.0,45.6,3.7,8.0,90.0,65.0,5.8,2.33,26.23,11.15,29.63,7.77,2.36,41.33,4.13
PI_534099,63.0,36.3,5.17,N,26.0,34.6,899.6,41.0,5.4,14.0,82.0,66.7,6.0,1.67,22.28,11.39,19.17,7.29,2.84,60.33,2.33
PI_564163,59.0,37.2,2.26,N,14.0,30.8,431.2,36.5,4.5,11.0,90.0,53.0,5.0,0.0,18.57,8.95,24.07,5.77,2.38,51.67,2.13
PI_534132,62.0,45.2,8.51,N,8.0,48.2,385.6,53.4,7.2,11.0,83.0,61.0,7.0,0.0,26.01,14.0,21.03,9.4,3.04,59.67,1.9
PI_533921,63.0,61.1,8.56,N,12.0,59.7,716.4000000000001,26.0,4.2,14.0,130.0,49.5,7.5,1.67,22.05,11.81,11.37,8.14,4.4,95.67,1.4
PI_656024,75.0,31.5,5.28,N,11.0,40.5,445.5,42.3,5.8,13.0,157.0,83.5,7.5,0.0,25.98,11.52,23.7,8.23,3.43,93.67,1.73
PI_656017,87.0,31.1,3.28,N,16.0,6.0,96.0,24.3,5.2,19.0,150.0,42.0,6.0,1.0,26.36,10.35,12.77,7.18,1.34,80.67,0.97
PI_533913,60.0,33.85,9.22,N,8.0,32.4,259.2,35.5,5.3,11.0,72.0,50.0,7.7,1.0,22.35,10.28,12.1,6.5,4.49,38.67,6.7
PI_17548,57.0,44.1,5.67,N,33.0,28.2,930.6,35.0,4.3,11.0,232.0,50.0,3.8,1.33,17.57,7.44,18.47,5.46,2.38,56.0,2.37
PI_564163,59.0,37.9,3.95,N,14.0,46.4,649.6,38.0,5.0,12.0,113.0,56.0,6.9,0.33,20.28,10.51,28.57,6.96,2.41,57.33,2.7
PI_533967,66.0,69.9,16.86,N,12.0,34.7,416.4,34.0,5.5,11.0,85.0,63.0,7.0,1.0,21.26,9.0,17.93,6.14,2.81,57.33,1.6
PI_533839,66.0,44.1,9.85,N,15.0,3.8,57.0,41.0,3.6,8.0,130.0,68.0,5.0,2.33,20.09,7.06,24.97,5.95,1.96,57.0,3.7
PI_656097,76.0,31.4,5.7,N,8.0,24.1,192.8,,,13.0,130.0,50.0,7.4,0.33,24.27,11.57,17.63,11.39,0.92,118.0,1.7000000000000002
PI_656116,50.0,47.7,8.62,N,33.0,16.7,551.1,46.5,3.5,7.0,73.0,56.0,6.5,2.67,22.1,7.28,21.93,5.26,1.89,76.33,2.0
PI_548797,67.0,41.8,4.67,N,12.0,63.4,760.8,47.7,6.4,13.0,91.0,65.0,7.0,2.0,29.31,13.88,28.07,8.79,2.26,53.67,1.17
PI_576130,75.0,57.4,0.30000000000000004,N,12.0,32.2,386.4,52.7,5.2,14.0,260.0,53.5,6.0,1.0,19.83,10.57,20.43,6.09,2.93,82.67,2.17
PI_533938,55.0,55.9,3.57,N,,52.6,,41.0,4.1,12.0,202.0,62.0,7.3,1.0,19.02,9.68,21.37,6.81,3.34,62.33,1.77
PI_656008,68.0,38.6,5.8,N,7.0,102.1,714.7,42.4,6.7,13.0,118.0,69.5,9.0,0.67,24.72,13.08,33.4,9.59,4.03,63.5,2.35
PI_656093,69.0,51.8,6.19,N,10.0,12.1,121.0,46.8,3.8,11.0,157.0,69.0,5.1,0.33,18.97,8.2,23.03,5.99,2.17,51.0,2.83
PI_655975,63.0,52.6,1.8,Y,13.0,77.8,1011.4,28.5,3.3,14.0,79.0,71.0,7.0,2.0,30.38,12.82,18.0,6.12,3.05,43.67,1.97
PI_533936,61.0,36.6,8.32,N,18.0,21.6,388.8,30.8,2.7,12.0,75.0,68.0,6.5,0.67,21.5,7.11,14.03,4.64,3.59,55.0,3.13
PI_656072,76.0,39.3,5.12,N,11.0,54.5,599.5,53.9,6.7,16.0,99.0,80.0,8.5,0.33,36.69,16.6,19.3,13.0,1.23,88.0,3.17
PI_533755,64.0,41.0,7.17,N,18.0,35.9,646.1999999999999,31.9,4.1,10.0,87.0,77.0,6.8,1.33,28.64,10.46,18.47,8.75,4.55,53.33,2.83
PI_533901,71.0,62.45,3.25,Y,16.0,41.8,668.8,53.5,6.7,11.0,88.0,64.0,7.4,2.0,19.94,9.46,23.83,6.3,1.62,36.33,4.13
PI_564163,60.0,35.1,4.35,N,,,,,,,,,,1.33,20.04,9.29,27.57,6.55,2.46,57.33,1.4
PI_561472,69.0,46.9,9.86,N,15.0,64.2,963.0,42.7,6.1,13.0,170.0,78.0,8.5,1.0,22.24,12.67,22.7,8.73,1.11,62.0,2.37
PI_656077,56.0,56.3,5.48,N,24.0,10.3,247.2,41.0,2.8,11.0,153.0,73.0,6.1,0.67,16.79,10.23,21.4,6.77,0.8,71.33,2.87
PI_656048,66.0,41.6,6.54,N,11.0,51.8,569.8,32.6,3.7,14.0,120.0,58.0,6.7,1.0,24.17,9.97,23.43,6.95,2.56,58.0,0.8
PI_564163,60.0,44.1,5.49,N,19.0,46.9,891.1,37.5,5.2,12.0,110.0,80.0,7.0,0.67,23.32,10.81,28.57,7.4,2.94,58.33,2.33
PI_534116,61.0,55.7,4.96,N,24.0,17.9,429.6,32.0,4.0,10.0,75.0,57.0,7.0,0.67,23.19,9.86,28.87,5.24,2.43,56.67,5.73
PI_564163,60.0,38.1,7.54,N,15.0,42.0,630.0,25.7,3.6,13.0,98.0,76.5,7.2,0.0,20.27,9.48,27.37,6.04,2.47,55.33,2.57
PI_655973,63.0,59.4,2.32,N,22.0,50.3,1106.6,47.0,7.9,13.0,185.0,56.0,7.5,0.0,17.67,11.42,13.13,7.72,3.93,42.0,1.3
PI_656078,59.0,51.7,4.52,N,10.0,4.0,40.0,29.2,3.3,11.0,80.0,54.5,6.0,0.33,22.67,10.45,22.83,7.3,4.71,67.0,1.8
PI_533955,62.0,60.6,12.45,N,13.0,31.1,404.3,37.1,5.0,11.0,85.0,65.0,6.0,0.33,23.24,9.68,27.1,7.19,3.6,57.67,2.13
PI_576380,66.0,38.8,9.72,Y,5.0,,,34.3,5.9,16.0,123.0,67.5,9.4,0.0,26.92,12.64,12.83,9.1,5.29,61.0,2.2
PI_655993,63.0,47.8,4.09,N,14.0,26.1,365.4,51.4,6.7,12.0,80.0,78.0,7.8,1.0,25.45,11.23,26.73,6.85,0.7,48.33,3.53
PI_533911,59.0,49.9,5.39,N,15.0,42.5,637.5,31.7,5.7,9.0,62.0,50.5,9.0,0.0,27.91,11.94,27.87,6.41,3.28,51.67,3.27
PI_656119,56.0,65.7,3.39,N,6.0,27.1,162.60000000000002,44.5,4.6,10.0,110.0,57.0,6.5,0.0,28.08,13.12,31.6,9.15,2.96,81.33,2.57
PI_533939,60.0,48.8,4.13,N,18.0,47.8,860.4,36.9,5.4,10.0,140.0,45.0,5.5,1.67,21.27,12.58,19.73,9.33,2.48,51.67,1.77
PI_656094,56.0,63.7,5.82,N,30.0,27.4,822.0,57.0,5.3,10.0,122.0,66.0,6.5,1.33,17.89,8.71,36.17,6.36,1.59,65.0,4.67
PI_564163,64.0,50.6,4.7,N,16.0,58.6,937.6,24.5,4.1,13.0,120.0,59.0,5.7,0.0,17.5,8.04,26.1,6.65,2.29,56.0,2.17
PI_641874,62.0,42.6,5.71,N,14.0,20.7,289.8,38.2,4.0,9.0,68.0,59.0,6.2,0.0,23.4,10.85,14.3,9.38,2.83,52.0,1.53
PI_533954,53.0,43.1,4.8,N,15.0,15.8,237.0,41.0,5.0,10.0,91.0,62.0,7.0,0.0,18.67,9.92,13.3,6.81,5.18,68.67,0.83
PI_533903,69.0,33.7,6.14,N,,31.6,,43.5,7.1,14.0,113.0,61.5,8.5,0.33,24.36,11.66,28.03,6.64,2.0,60.33,2.13
PI_533927,69.0,32.3,3.2,N,12.0,4.4,52.8,39.9,4.2,11.0,170.0,50.0,6.5,0.67,18.81,8.6,24.43,6.68,3.88,60.33,2.1
PI_656030,49.0,29.6,8.68,N,14.0,21.2,296.8,46.2,4.8,7.0,80.0,68.5,5.8,0.0,13.86,9.64,14.13,7.09,2.89,44.33,1.63
PI_629040,67.0,43.8,12.34,N,9.0,54.5,490.5,37.4,4.0,13.0,91.0,74.0,7.7,1.0,26.16,11.78,26.03,7.73,5.46,72.0,1.3
PI_576376,62.0,46.8,6.42,N,10.0,38.2,382.0,46.1,5.2,12.0,85.0,58.0,5.7,0.0,28.28,14.51,24.53,10.92,0.8,80.67,1.67
PI_651496,75.0,37.6,4.21,N,17.0,31.5,535.5,26.6,4.7,14.0,249.0,49.0,6.0,0.0,22.57,8.9,24.37,6.45,1.27,52.67,2.47
PI_576352,63.0,72.3,4.36,N,11.0,28.7,315.7,17.5,5.4,10.0,75.0,55.0,6.0,0.33,24.46,10.97,22.9,7.17,4.08,49.33,1.5
PI_656111,67.0,62.1,4.28,N,39.0,29.8,1162.2,43.7,5.2,12.0,150.0,77.0,6.5,2.0,19.87,8.89,17.1,5.84,3.32,67.0,0.83
PI_656079,68.0,36.1,4.36,N,10.0,25.2,252.0,43.8,4.8,13.0,128.0,76.0,6.0,1.0,23.85,9.26,41.07,6.57,2.7,84.0,3.07
PI_656117,75.0,46.8,5.6,Y,8.0,48.6,388.8,53.3,8.4,9.0,85.0,68.0,7.5,0.0,28.0,12.84,15.33,9.5,3.27,46.67,1.17
PI_533807,71.0,60.4,5.92,N,12.0,62.9,754.8,38.4,6.2,12.0,82.0,84.0,5.3,1.33,34.67,13.19,16.3,9.59,4.97,65.67,2.17
PI_534053,63.0,57.5,4.66,N,33.0,22.6,745.8,42.5,4.2,13.0,85.0,31.0,5.3,1.67,20.09,8.39,18.23,5.65,1.18,60.67,1.9300000000000002
PI_656050,60.0,55.3,11.94,N,25.0,13.7,342.5,46.0,6.1,12.0,284.0,59.0,6.5,1.33,18.78,10.43,26.8,8.42,2.85,69.5,2.6
PI_597945,,,,Y,,,,,,,,,,,,,,,,,
PI_595699,63.0,43.1,10.41,Y,6.0,34.2,205.2,36.0,5.4,11.0,78.0,59.0,8.3,0.0,25.4,11.52,18.27,9.17,3.37,73.0,1.77
PI_534157,66.0,37.7,7.23,N,10.0,57.9,579.0,37.2,7.2,14.0,91.0,72.0,8.5,1.33,28.4,11.61,14.5,8.09,4.04,49.67,4.0
PI_642791,65.0,53.5,4.17,N,15.0,36.2,543.0,32.4,4.5,13.0,93.0,74.5,6.8,1.0,25.8,12.47,16.5,6.99,3.97,70.33,4.1
PI_656089,53.0,43.4,7.83,N,33.0,9.6,316.8,36.0,5.0,12.0,151.0,53.0,7.0,0.67,20.62,10.43,6.2,7.06,4.36,87.33,1.27
PI_656083,,,,Y,,52.7,,,,,,,,,,,,,,,
PI_576337,60.0,39.1,6.52,N,17.0,32.1,545.7,34.0,5.0,12.0,103.0,75.0,8.2,0.33,19.4,10.04,25.8,6.75,2.93,53.67,1.73
PI_576366,58.0,38.6,10.02,N,20.0,39.1,782.0,49.5,5.0,13.0,69.0,60.5,7.5,1.0,24.6,11.04,23.23,7.14,0.99,55.67,2.27
PI_656052,52.0,70.3,10.47,N,22.0,24.3,534.6,21.6,4.4,13.0,78.0,42.0,7.0,2.0,18.47,9.28,17.27,7.05,3.68,77.33,2.33
PI_564163,59.0,52.7,6.87,Y,30.0,,,31.3,2.4,8.0,118.0,64.0,5.2,1.33,20.54,8.65,31.37,5.34,1.8,40.67,1.47
PI_564163,57.0,29.9,3.72,N,18.0,43.4,781.2,26.3,3.8,10.0,90.0,72.0,6.3,0.33,18.02,8.41,25.65,5.61,2.6,52.0,2.05
PI_533754,60.0,49.2,16.37,N,15.0,18.8,282.0,36.8,3.3,10.0,100.0,53.5,5.7,1.33,18.27,9.1,22.43,6.56,0.85,60.33,2.7
PI_576399,62.0,57.7,13.18,N,17.0,44.4,754.8,27.1,3.5,10.0,153.0,48.0,5.7,1.33,22.09,9.34,18.77,7.22,2.73,40.0,2.47
PI_533833,63.0,63.4,8.43,N,20.0,10.4,208.0,29.8,4.7,11.0,90.0,52.5,6.0,1.67,21.08,8.88,35.37,5.88,2.04,59.0,5.07
PI_533877,69.0,43.4,,Y,6.0,21.0,126.0,46.5,6.0,11.0,88.0,80.5,8.0,,,,,,,,
PI_533866,65.0,41.2,6.53,N,16.0,42.1,673.6,33.3,5.0,11.0,95.0,81.0,8.4,0.67,24.04,11.51,30.17,7.93,2.57,71.33,1.33
PI_576348,63.0,28.8,4.68,Y,35.0,,,36.4,3.9,11.0,92.0,74.5,5.7,2.67,16.05,6.22,27.17,4.44,2.23,26.67,4.2
PI_576426,66.0,53.0,6.81,N,11.0,,,45.0,5.0,14.0,100.0,65.5,6.5,0.33,27.98,12.42,24.9,7.42,4.64,57.33,2.33
PI_564163,60.0,41.6,2.0,N,11.0,32.0,352.0,25.0,4.1,7.0,89.0,77.0,7.0,1.0,24.75,11.74,28.33,7.62,3.68,56.0,2.33
PI_576350,50.0,44.4,18.5,Y,30.0,,,48.4,4.2,7.0,103.0,59.0,4.7,1.0,12.97,6.25,30.77,4.53,1.07,80.0,3.37
PI_656104,56.0,36.7,1.26,N,28.0,13.8,386.4,31.0,3.6,9.0,118.0,39.0,4.0,0.33,12.06,6.5,15.33,5.79,2.51,84.0,1.43
PI_564163,57.0,37.2,4.45,N,14.0,55.4,775.6,36.5,4.5,11.0,90.0,69.5,6.5,0.0,21.43,10.57,26.63,5.79,3.12,58.33,1.77
PI_601816,67.0,49.9,4.78,N,6.0,24.8,148.8,47.9,6.2,13.0,201.0,74.0,8.5,0.0,24.91,11.09,29.5,7.36,1.35,61.67,1.67
PI_656037,66.0,45.8,6.15,N,13.0,97.4,1266.2,51.3,8.0,14.0,163.0,64.0,8.0,0.0,29.37,13.96,23.3,11.21,4.35,53.33,0.87
PI_564163,62.0,52.4,5.58,Y,8.0,82.8,662.4,31.6,4.1,11.0,101.0,72.5,7.0,0.0,25.64,12.14,27.4,7.93,3.24,58.67,2.3
PI_576347,53.0,35.45,1.65,Y,16.0,,,54.0,4.5,7.0,85.0,59.0,5.0,2.5,15.41,6.81,25.4,5.26,1.12,33.0,2.35
PI_597965,56.0,64.3,4.84,N,14.0,62.8,879.2,25.5,5.0,14.0,112.0,65.0,8.2,0.0,25.24,12.87,14.8,11.22,4.69,76.67,3.1
PI_533863,62.0,60.4,7.38,N,21.0,33.7,707.7,37.5,5.0,11.0,132.0,59.0,5.0,3.67,23.84,9.3,23.43,5.91,2.48,40.33,2.5
PI_656051,68.0,32.2,7.16,N,18.0,56.7,1020.6,46.5,7.2,14.0,140.0,67.0,9.2,0.0,26.63,13.39,26.67,8.53,2.14,71.33,1.6
PI_329435,66.0,36.0,5.62,N,9.0,35.9,323.09999999999997,63.1,7.8,14.0,83.0,71.5,9.5,0.0,23.59,13.33,26.17,7.18,2.99,51.33,2.8
PI_656004,65.0,55.7,8.69,N,19.0,52.7,1001.3,47.0,4.4,13.0,79.0,63.0,6.0,1.0,24.05,11.09,26.53,7.25,2.06,72.0,0.83
PI_533852,,,,Y,,,,,,,,,,,,,,,,,
PI_656005,58.0,44.2,7.26,N,12.0,53.7,644.4000000000001,46.1,5.0,12.0,71.0,66.0,6.5,0.0,19.06,9.56,22.93,5.7,2.71,42.0,4.3
PI_656021,60.0,38.9,4.13,N,20.0,40.4,808.0,30.5,4.8,11.0,82.0,70.5,6.5,0.67,21.74,11.65,25.57,7.91,3.97,70.0,3.1
PI_533841,62.0,38.7,8.6,N,20.0,21.3,426.0,38.4,5.2,10.0,157.0,53.0,8.0,1.33,21.24,8.36,14.57,5.63,3.93,29.33,5.3
PI_533948,61.0,56.2,5.21,N,17.0,54.2,921.4000000000001,36.2,5.5,13.0,110.0,72.0,8.0,1.0,22.66,12.46,23.57,8.82,2.74,61.0,2.23
PI_533855,63.0,48.1,6.68,N,15.0,43.3,649.5,43.6,4.8,12.0,80.0,65.0,6.0,0.67,22.2,9.77,27.97,7.04,2.3,70.67,1.83
PI_564163,56.0,28.1,4.68,N,14.0,42.4,593.6,37.5,3.9,10.0,90.0,81.0,7.4,0.33,22.41,11.93,27.33,8.21,3.34,57.0,2.3
PI_533869,,,,Y,,,,,,,,,,,,,,,,,
PI_597971,60.0,61.0,3.84,N,10.0,54.0,540.0,36.6,6.2,9.0,98.0,57.0,7.7,0.0,27.86,11.23,24.8,9.53,0.83,110.0,3.6
PI_574455,71.0,42.9,5.31,N,7.0,,,49.5,7.0,11.0,69.0,76.0,8.8,0.0,36.03,12.97,23.97,7.1,2.87,61.33,2.67
PI_597958,65.0,28.9,11.93,N,20.0,30.4,608.0,34.0,5.5,10.0,85.0,63.0,7.0,2.0,23.79,11.33,23.4,7.11,2.89,55.67,4.53
PI_533776,63.0,60.5,1.4,Y,7.0,,,50.1,4.5,7.0,122.0,70.0,5.0,1.5,21.77,15.14,25.85,12.03,4.17,121.0,1.4
PI_533757,65.0,41.7,6.15,N,14.0,51.9,726.6,26.3,5.7,14.0,88.0,65.0,9.5,0.0,25.68,12.23,18.13,8.31,4.97,60.33,2.33
PI_598069,76.0,17.0,2.73,N,35.0,3.7,129.5,45.4,4.8,13.0,192.0,46.0,4.7,2.67,14.24,7.16,17.33,4.63,1.99,121.33,2.6
PI_533794,64.0,55.8,7.32,N,12.0,48.2,578.4000000000001,52.6,7.4,13.0,91.0,73.0,8.4,0.33,25.11,11.61,22.43,6.97,2.9,63.33,1.83
PI_533987,57.0,47.6,5.92,N,17.0,44.5,756.5,41.0,5.0,10.0,88.0,60.0,7.0,1.33,23.83,11.77,22.83,8.29,1.39,57.67,1.5
PI_533915,62.0,69.9,7.86,N,28.0,18.6,520.8000000000001,24.3,5.0,11.0,152.0,44.0,7.0,1.0,20.4,10.64,23.37,8.41,1.35,37.0,2.6
PI_534144,64.0,59.1,4.1,N,30.0,31.8,954.0,26.0,5.0,11.0,150.0,47.5,6.2,0.0,17.43,12.19,8.17,6.63,3.26,50.0,0.73
PI_533838,53.0,37.6,3.65,N,11.0,8.1,89.1,46.5,3.7,12.0,80.0,59.0,6.2,0.0,22.33,9.82,9.37,6.07,3.77,36.33,3.03
PI_564163,61.0,44.0,5.92,N,14.0,17.3,242.2,38.2,5.0,10.0,88.0,67.5,6.8,0.67,26.87,12.05,29.2,8.08,3.37,59.0,2.3
PI_656044,71.0,41.95,3.85,Y,3.0,,,44.7,6.8,11.0,100.0,58.5,7.0,0.0,21.33,11.7,24.75,8.15,1.96,59.5,1.9500000000000002
PI_564163,62.0,49.0,7.39,N,10.0,85.5,855.0,38.2,6.1,12.0,100.0,63.5,7.0,0.0,24.03,11.62,27.87,8.15,3.09,71.33,1.6
PI_656011,76.0,36.4,5.89,N,16.0,71.4,1142.4,54.7,7.1,14.0,110.0,75.0,7.4,1.67,24.91,10.52,25.27,7.74,2.17,57.0,2.17
PI_561073,73.0,48.6,5.43,Y,5.0,,,39.3,4.2,16.0,118.0,59.0,7.5,0.67,33.3,14.31,21.87,7.69,3.22,33.33,3.27
PI_564163,59.0,41.9,4.88,N,13.0,44.1,573.3000000000001,33.5,4.1,12.0,95.0,77.5,7.6,0.0,19.56,9.65,27.43,5.98,1.9,52.67,2.57
PI_642992,67.0,47.4,7.8,N,18.0,59.8,1076.3999999999999,36.0,5.5,15.0,253.0,59.0,6.0,0.0,20.98,10.65,23.33,7.15,2.88,59.0,3.0
PI_656014,67.0,38.3,9.71,N,25.0,13.4,335.0,53.8,4.9,12.0,179.0,90.0,6.5,0.67,24.28,10.89,22.73,6.69,2.52,71.67,19.9
PI_609456,87.0,22.8,1.25,N,,4.4,,25.0,6.5,18.0,270.0,48.0,6.5,1.0,20.83,7.05,26.53,4.33,1.11,74.67,0.93
PI_656108,55.0,44.1,2.45,N,33.0,23.9,788.7,46.3,6.4,9.0,102.0,56.0,6.6,1.0,18.07,12.7,12.13,8.75,5.84,89.33,1.23
PI_656025,56.0,51.7,3.9,N,11.0,51.7,568.7,39.1,6.6,10.0,99.0,45.5,9.0,0.33,22.03,13.21,19.8,10.4,2.27,96.33,2.37
PI_656019,53.0,64.7,8.09,N,13.0,47.3,614.9,56.4,6.4,10.0,80.0,78.0,7.5,0.67,25.74,11.97,23.37,7.8,3.0,42.0,1.83
PI_534155,66.0,42.1,2.1,N,16.0,27.5,440.0,43.0,7.0,13.0,92.0,58.0,8.0,0.0,26.5,14.08,24.87,9.74,3.94,48.33,1.87
PI_534097,58.0,34.4,3.02,N,24.0,31.0,744.0,33.0,3.2,12.0,75.0,63.0,6.0,1.67,24.7,8.41,14.03,5.2,3.92,43.33,3.73
PI_656059,65.0,43.4,10.55,N,15.0,56.6,849.0,44.6,6.4,11.0,78.0,81.5,10.5,0.0,23.78,11.08,21.5,8.15,3.56,67.33,2.0
PI_656049,65.0,45.0,8.38,N,18.0,58.7,1056.6000000000001,40.0,6.0,15.0,155.0,59.0,7.7,0.67,24.53,11.16,22.07,7.46,5.19,42.0,2.47
PI_576364,56.0,57.7,4.48,N,34.0,29.3,996.2,20.5,3.4,10.0,83.0,54.5,6.5,1.67,17.11,7.18,13.4,4.63,3.08,61.33,2.6
PI_564163,56.0,24.6,4.54,N,20.0,44.6,892.0,40.5,5.4,9.0,106.0,71.0,8.0,0.33,22.07,10.97,31.93,7.36,1.05,62.0,3.0
PI_656053,66.0,53.0,12.74,N,14.0,54.6,764.4,40.8,4.2,11.0,80.0,76.5,9.0,0.67,23.67,10.56,23.15,8.09,1.41,48.0,2.4
PI_656106,63.0,45.8,8.84,N,23.0,36.4,837.2,50.7,8.5,11.0,108.0,70.0,8.0,0.33,19.81,10.87,16.17,7.9,5.52,45.33,2.37
PI_533799,62.0,43.7,5.87,N,12.0,49.3,591.5999999999999,33.4,6.1,12.0,79.0,73.0,8.0,1.0,28.92,13.14,18.2,7.05,3.41,60.33,3.17
PI_655974,64.0,44.5,5.77,N,13.0,49.6,644.8000000000001,43.5,6.6,11.0,138.0,70.0,8.0,0.0,22.93,11.77,18.53,7.57,4.85,45.33,4.03
PI_576375,64.0,49.8,11.27,N,13.0,,,49.7,6.2,12.0,110.0,71.0,7.0,0.67,29.47,12.57,27.6,7.95,4.51,77.0,3.73
PI_656105,60.0,38.2,5.55,N,21.0,27.1,569.1,52.6,5.7,11.0,57.0,64.0,6.4,0.0,19.8,8.34,12.7,6.7,4.91,50.0,1.5
PI_655996,62.0,51.6,3.05,N,23.0,,,43.6,6.1,13.0,98.0,69.5,6.0,0.0,19.29,9.88,27.93,7.11,3.73,63.33,1.8
PI_533759,60.0,42.6,3.67,N,25.0,30.5,762.5,41.5,5.6,8.0,57.0,60.0,7.5,0.67,26.97,12.69,23.27,10.27,2.9,64.33,2.23
PI_656000,57.0,32.8,6.76,N,17.0,39.5,671.5,32.6,6.1,11.0,83.0,72.5,7.0,1.0,27.75,9.95,31.1,8.3,0.75,92.33,2.03
PI_576437,61.0,57.0,7.55,N,43.0,16.3,700.9,42.5,4.8,12.0,159.0,59.5,6.5,2.33,19.58,7.94,33.97,4.19,1.67,50.67,2.67
PI_656043,66.0,35.3,2.42,N,12.0,95.2,1142.4,52.5,8.2,13.0,183.0,73.5,6.5,1.0,20.22,11.25,20.4,8.22,2.17,58.67,1.9300000000000002
PI_655976,62.0,49.3,11.56,N,17.0,52.2,887.4000000000001,48.0,5.0,13.0,86.0,66.5,5.5,0.33,24.6,12.41,21.9,8.22,2.8,43.67,4.13
PI_576386,71.0,54.7,14.42,N,7.0,26.8,187.6,51.2,2.9,12.0,130.0,60.0,6.5,0.0,32.09,11.13,2.0,8.19,8.19,13.0,4.37
PI_534117,55.0,44.6,3.95,N,14.0,45.9,642.6,37.5,5.2,12.0,77.0,61.0,6.7,0.0,22.6,12.32,17.1,8.32,2.48,50.0,2.8
PI_656057,83.0,63.05,5.9,N,18.0,29.8,536.4,45.7,9.1,15.0,128.0,70.0,9.8,2.67,25.6,10.06,15.7,9.63,4.33,39.0,2.55
